ActorAppear,ActorIndicator,Coef,Variable
1,1,0.0100345857578,Gretchen Palmer
1,1,0.0224767612661,Griffin Gluck
1,1,0.0574495053697,Guillaume Gouix
1,1,-0.025959502123,Haley Ramm
1,1,-0.00821301519122,Halle Berry
1,1,0.0457947015878,Hana Mae Lee
2,1,0.00998724349653,Hank Azaria
1,1,-0.031308141202,Harland Williams
2,1,0.0253852163221,Harry Connick Jr.
1,1,-0.00852453180397,Harry Dean Stanton
1,1,0.0279367716832,Haviland Morris
3,1,-0.0074766790309,Hayden Panettiere
2,1,-0.0642594392241,Hayes MacArthur
1,1,-0.172367228619,Haylie Duff
1,1,0.00207850886637,Heath Ledger
1,1,0.0436936130405,Heather Ann Nurnberg
4,1,-0.0665944124192,Heather Burns
1,1,-0.0248226295023,Heather Emmanuel
1,1,0.0388081392003,Heather Goldenhersh
1,1,-0.009946213651,Heather Locklear
2,1,-0.0560251943995,Hector Elizondo
1,1,0.010927691679,Heidi Holicker
1,1,0.0520945724721,Heidi Sulzman
1,1,0.0212340419328,Heike Makatsch
1,1,-0.0278237079298,Helen Hunt
1,1,0.0126244592244,Helen Mirren
1,1,0.00491652954276,Henry Goodman
1,1,-0.0920723307973,Herbert W. Ankrom
3,1,-0.185707325709,Hilary Duff
1,1,0.0186620506909,Hilary Pingle
1,1,0.0153898479392,Hilary Swank
2,1,0.00844946360586,Holland Taylor
1,1,-0.071547625649,Hollis Hill
1,1,-0.0126925652467,Holly Hunter
1,1,-0.0788353555089,Horatio Sanz
1,1,-0.0292626631656,Hugh Dancy
7,1,-0.0340507430508,Hugh Grant
1,1,0.0273339918614,Hugh Jackman
1,1,-0.0570869133821,Hugh M. Hefner
1,1,0.00680783627826,Hunter Parrish
1,1,0.0165201517366,Ian McElhinney
1,1,0.0343072672645,Iben Hjejle
1,1,-0.0277896195826,Illeana Douglas
1,1,-0.0255998618733,Imogen Poots
1,1,0.0415856785183,Ione Skye
1,1,-0.00250296512245,Iris Apatow
4,1,-0.0667563243875,Isla Fisher
